t1,t5,t6,dt1,dt2,t2 FAIL,t3,t4 - FAIL,dt3,dt4,dt5,dt6,dt7,dt8,dt9
07:26,07.26.0,07.26.00,11/09/2016 07:26,11/9/16 7:26,07.26,07.26.00,7.26,11/9/16 7:26:00,09/11/16 07:26,9/11/16 7:26:00,2016/09/11 07:26,16-9-11 7:26:0,11.9.16 07:26:00,11/9/16 07.26
07:27,07.27.0,07.27.00,04/09/2016 07:27,4/9/16 7:27,07.27,07.27.00,7.27,4/9/16 7:27:00,09/04/16 07:27,9/4/16 7:27:00,2016/09/04 07:27,16-9-4 7:27:0,04.9.16 07:27:00,4/9/16 07.27
07:27,07.27.0,07.27.00,02/09/2016 07:27,2/9/16 7:27,07.27,07.27.00,7.27,2/9/16 7:27:00,09/02/16 07:27,9/2/16 7:27:00,2016/09/02 07:27,16-9-2 7:27:0,02.9.16 07:27:00,2/9/16 07.27
07:27,07.27.0,07.27.00,25/08/2016 07:27,25/8/16 7:27,07.27,07.27.00,7.27,25/8/16 7:27:00,08/25/16 07:27,8/25/16 7:27:00,2016/08/25 07:27,16-8-25 7:27:0,25.8.16 07:27:00,25/8/16 07.27
07:28,07.28.0,07.28.00,12/09/2016 07:28,12/9/16 7:28,07.28,07.28.00,7.28,12/9/16 7:28:00,09/12/16 07:28,9/12/16 7:28:00,2016/09/12 07:28,16-9-12 7:28:0,12.9.16 07:28:00,12/9/16 07.28
07:29,07.29.0,07.29.00,16/08/2016 07:29,16/8/16 7:29,07.29,07.29.00,7.29,16/8/16 7:29:00,08/16/16 07:29,8/16/16 7:29:00,2016/08/16 07:29,16-8-16 7:29:0,16.8.16 07:29:00,16/8/16 07.29
07:30,07.30.0,07.30.00,28/08/2016 07:30,28/8/16 7:30,07.30,07.30.00,7.30,28/8/16 7:30:00,08/28/16 07:30,8/28/16 7:30:00,2016/08/28 07:30,16-8-28 7:30:0,28.8.16 07:30:00,28/8/16 07.30
07:30,07.30.0,07.30.00,08/08/2016 07:30,8/8/16 7:30,07.30,07.30.00,7.30,8/8/16 7:30:00,08/08/16 07:30,8/8/16 7:30:00,2016/08/08 07:30,16-8-8 7:30:0,08.8.16 07:30:00,8/8/16 07.30
07:30,07.30.0,07.30.00,26/08/2016 07:30,26/8/16 7:30,07.30,07.30.00,7.30,26/8/16 7:30:00,08/26/16 07:30,8/26/16 7:30:00,2016/08/26 07:30,16-8-26 7:30:0,26.8.16 07:30:00,26/8/16 07.30
07:31,07.31.0,07.31.00,16/09/2016 07:31,16/9/16 7:31,07.31,07.31.00,7.31,16/9/16 7:31:00,09/16/16 07:31,9/16/16 7:31:00,2016/09/16 07:31,16-9-16 7:31:0,16.9.16 07:31:00,16/9/16 07.31
07:31,07.31.0,07.31.00,29/08/2016 07:31,29/8/16 7:31,07.31,07.31.00,7.31,29/8/16 7:31:00,08/29/16 07:31,8/29/16 7:31:00,2016/08/29 07:31,16-8-29 7:31:0,29.8.16 07:31:00,29/8/16 07.31
07:32,07.32.0,07.32.00,20/08/2016 07:32,20/8/16 7:32,07.32,07.32.00,7.32,20/8/16 7:32:00,08/20/16 07:32,8/20/16 7:32:00,2016/08/20 07:32,16-8-20 7:32:0,20.8.16 07:32:00,20/8/16 07.32
07:32,07.32.0,07.32.00,28/08/2016 07:32,28/8/16 7:32,07.32,07.32.00,7.32,28/8/16 7:32:00,08/28/16 07:32,8/28/16 7:32:00,2016/08/28 07:32,16-8-28 7:32:0,28.8.16 07:32:00,28/8/16 07.32
07:32,07.32.0,07.32.00,21/08/2016 07:32,21/8/16 7:32,07.32,07.32.00,7.32,21/8/16 7:32:00,08/21/16 07:32,8/21/16 7:32:00,2016/08/21 07:32,16-8-21 7:32:0,21.8.16 07:32:00,21/8/16 07.32
07:32,07.32.0,07.32.00,14/09/2016 07:32,14/9/16 7:32,07.32,07.32.00,7.32,14/9/16 7:32:00,09/14/16 07:32,9/14/16 7:32:00,2016/09/14 07:32,16-9-14 7:32:0,14.9.16 07:32:00,14/9/16 07.32
07:33,07.33.0,07.33.00,25/08/2016 07:33,25/8/16 7:33,07.33,07.33.00,7.33,25/8/16 7:33:00,08/25/16 07:33,8/25/16 7:33:00,2016/08/25 07:33,16-8-25 7:33:0,25.8.16 07:33:00,25/8/16 07.33
07:34,07.34.0,07.34.00,10/09/2016 07:34,10/9/16 7:34,07.34,07.34.00,7.34,10/9/16 7:34:00,09/10/16 07:34,9/10/16 7:34:00,2016/09/10 07:34,16-9-10 7:34:0,10.9.16 07:34:00,10/9/16 07.34
07:35,07.35.0,07.35.00,03/09/2016 07:35,3/9/16 7:35,07.35,07.35.00,7.35,3/9/16 7:35:00,09/03/16 07:35,9/3/16 7:35:00,2016/09/03 07:35,16-9-3 7:35:0,03.9.16 07:35:00,3/9/16 07.35
07:35,07.35.0,07.35.00,31/08/2016 07:35,31/8/16 7:35,07.35,07.35.00,7.35,31/8/16 7:35:00,08/31/16 07:35,8/31/16 7:35:00,2016/08/31 07:35,16-8-31 7:35:0,31.8.16 07:35:00,31/8/16 07.35
07:35,07.35.0,07.35.00,05/09/2016 07:35,5/9/16 7:35,07.35,07.35.00,7.35,5/9/16 7:35:00,09/05/16 07:35,9/5/16 7:35:00,2016/09/05 07:35,16-9-5 7:35:0,05.9.16 07:35:00,5/9/16 07.35
07:36,07.36.0,07.36.00,03/09/2016 07:36,3/9/16 7:36,07.36,07.36.00,7.36,3/9/16 7:36:00,09/03/16 07:36,9/3/16 7:36:00,2016/09/03 07:36,16-9-3 7:36:0,03.9.16 07:36:00,3/9/16 07.36
07:36,07.36.0,07.36.00,10/09/2016 07:36,10/9/16 7:36,07.36,07.36.00,7.36,10/9/16 7:36:00,09/10/16 07:36,9/10/16 7:36:00,2016/09/10 07:36,16-9-10 7:36:0,10.9.16 07:36:00,10/9/16 07.36
07:37,07.37.0,07.37.00,03/09/2016 07:37,3/9/16 7:37,07.37,07.37.00,7.37,3/9/16 7:37:00,09/03/16 07:37,9/3/16 7:37:00,2016/09/03 07:37,16-9-3 7:37:0,03.9.16 07:37:00,3/9/16 07.37
07:37,07.37.0,07.37.00,06/08/2016 07:37,6/8/16 7:37,07.37,07.37.00,7.37,6/8/16 7:37:00,08/06/16 07:37,8/6/16 7:37:00,2016/08/06 07:37,16-8-6 7:37:0,06.8.16 07:37:00,6/8/16 07.37
07:39,07.39.0,07.39.00,16/09/2016 07:39,16/9/16 7:39,07.39,07.39.00,7.39,16/9/16 7:39:00,09/16/16 07:39,9/16/16 7:39:00,2016/09/16 07:39,16-9-16 7:39:0,16.9.16 07:39:00,16/9/16 07.39
07:39,07.39.0,07.39.00,15/08/2016 07:39,15/8/16 7:39,07.39,07.39.00,7.39,15/8/16 7:39:00,08/15/16 07:39,8/15/16 7:39:00,2016/08/15 07:39,16-8-15 7:39:0,15.8.16 07:39:00,15/8/16 07.39
07:39,07.39.0,07.39.00,02/09/2016 07:39,2/9/16 7:39,07.39,07.39.00,7.39,2/9/16 7:39:00,09/02/16 07:39,9/2/16 7:39:00,2016/09/02 07:39,16-9-2 7:39:0,02.9.16 07:39:00,2/9/16 07.39
07:41,07.41.0,07.41.00,18/09/2016 07:41,18/9/16 7:41,07.41,07.41.00,7.41,18/9/16 7:41:00,09/18/16 07:41,9/18/16 7:41:00,2016/09/18 07:41,16-9-18 7:41:0,18.9.16 07:41:00,18/9/16 07.41
07:41,07.41.0,07.41.00,12/09/2016 07:41,12/9/16 7:41,07.41,07.41.00,7.41,12/9/16 7:41:00,09/12/16 07:41,9/12/16 7:41:00,2016/09/12 07:41,16-9-12 7:41:0,12.9.16 07:41:00,12/9/16 07.41
07:42,07.42.0,07.42.00,13/07/2016 07:42,13/7/16 7:42,07.42,07.42.00,7.42,13/7/16 7:42:00,07/13/16 07:42,7/13/16 7:42:00,2016/07/13 07:42,16-7-13 7:42:0,13.7.16 07:42:00,13/7/16 07.42
07:43,07.43.0,07.43.00,26/08/2016 07:43,26/8/16 7:43,07.43,07.43.00,7.43,26/8/16 7:43:00,08/26/16 07:43,8/26/16 7:43:00,2016/08/26 07:43,16-8-26 7:43:0,26.8.16 07:43:00,26/8/16 07.43
07:43,07.43.0,07.43.00,10/09/2016 07:43,10/9/16 7:43,07.43,07.43.00,7.43,10/9/16 7:43:00,09/10/16 07:43,9/10/16 7:43:00,2016/09/10 07:43,16-9-10 7:43:0,10.9.16 07:43:00,10/9/16 07.43
07:44,07.44.0,07.44.00,22/08/2016 07:44,22/8/16 7:44,07.44,07.44.00,7.44,22/8/16 7:44:00,08/22/16 07:44,8/22/16 7:44:00,2016/08/22 07:44,16-8-22 7:44:0,22.8.16 07:44:00,22/8/16 07.44
07:46,07.46.0,07.46.00,26/07/2016 07:46,26/7/16 7:46,07.46,07.46.00,7.46,26/7/16 7:46:00,07/26/16 07:46,7/26/16 7:46:00,2016/07/26 07:46,16-7-26 7:46:0,26.7.16 07:46:00,26/7/16 07.46
07:46,07.46.0,07.46.00,10/09/2016 07:46,10/9/16 7:46,07.46,07.46.00,7.46,10/9/16 7:46:00,09/10/16 07:46,9/10/16 7:46:00,2016/09/10 07:46,16-9-10 7:46:0,10.9.16 07:46:00,10/9/16 07.46
07:46,07.46.0,07.46.00,11/09/2016 07:46,11/9/16 7:46,07.46,07.46.00,7.46,11/9/16 7:46:00,09/11/16 07:46,9/11/16 7:46:00,2016/09/11 07:46,16-9-11 7:46:0,11.9.16 07:46:00,11/9/16 07.46
07:47,07.47.0,07.47.00,11/09/2016 07:47,11/9/16 7:47,07.47,07.47.00,7.47,11/9/16 7:47:00,09/11/16 07:47,9/11/16 7:47:00,2016/09/11 07:47,16-9-11 7:47:0,11.9.16 07:47:00,11/9/16 07.47
07:49,07.49.0,07.49.00,09/09/2016 07:49,9/9/16 7:49,07.49,07.49.00,7.49,9/9/16 7:49:00,09/09/16 07:49,9/9/16 7:49:00,2016/09/09 07:49,16-9-9 7:49:0,09.9.16 07:49:00,9/9/16 07.49
07:49,07.49.0,07.49.00,29/08/2016 07:49,29/8/16 7:49,07.49,07.49.00,7.49,29/8/16 7:49:00,08/29/16 07:49,8/29/16 7:49:00,2016/08/29 07:49,16-8-29 7:49:0,29.8.16 07:49:00,29/8/16 07.49
07:49,07.49.0,07.49.00,15/08/2016 07:49,15/8/16 7:49,07.49,07.49.00,7.49,15/8/16 7:49:00,08/15/16 07:49,8/15/16 7:49:00,2016/08/15 07:49,16-8-15 7:49:0,15.8.16 07:49:00,15/8/16 07.49
07:49,07.49.0,07.49.00,17/08/2016 07:49,17/8/16 7:49,07.49,07.49.00,7.49,17/8/16 7:49:00,08/17/16 07:49,8/17/16 7:49:00,2016/08/17 07:49,16-8-17 7:49:0,17.8.16 07:49:00,17/8/16 07.49
07:50,07.50.0,07.50.00,03/08/2016 07:50,3/8/16 7:50,07.50,07.50.00,7.50,3/8/16 7:50:00,08/03/16 07:50,8/3/16 7:50:00,2016/08/03 07:50,16-8-3 7:50:0,03.8.16 07:50:00,3/8/16 07.50
07:50,07.50.0,07.50.00,01/08/2016 07:50,1/8/16 7:50,07.50,07.50.00,7.50,1/8/16 7:50:00,08/01/16 07:50,8/1/16 7:50:00,2016/08/01 07:50,16-8-1 7:50:0,01.8.16 07:50:00,1/8/16 07.50
07:50,07.50.0,07.50.00,10/09/2016 07:50,10/9/16 7:50,07.50,07.50.00,7.50,10/9/16 7:50:00,09/10/16 07:50,9/10/16 7:50:00,2016/09/10 07:50,16-9-10 7:50:0,10.9.16 07:50:00,10/9/16 07.50
07:51,07.51.0,07.51.00,17/08/2016 07:51,17/8/16 7:51,07.51,07.51.00,7.51,17/8/16 7:51:00,08/17/16 07:51,8/17/16 7:51:00,2016/08/17 07:51,16-8-17 7:51:0,17.8.16 07:51:00,17/8/16 07.51
07:51,07.51.0,07.51.00,25/08/2016 07:51,25/8/16 7:51,07.51,07.51.00,7.51,25/8/16 7:51:00,08/25/16 07:51,8/25/16 7:51:00,2016/08/25 07:51,16-8-25 7:51:0,25.8.16 07:51:00,25/8/16 07.51
07:54,07.54.0,07.54.00,11/08/2016 07:54,11/8/16 7:54,07.54,07.54.00,7.54,11/8/16 7:54:00,08/11/16 07:54,8/11/16 7:54:00,2016/08/11 07:54,16-8-11 7:54:0,11.8.16 07:54:00,11/8/16 07.54
07:54,07.54.0,07.54.00,11/08/2016 07:54,11/8/16 7:54,07.54,07.54.00,7.54,11/8/16 7:54:00,08/11/16 07:54,8/11/16 7:54:00,2016/08/11 07:54,16-8-11 7:54:0,11.8.16 07:54:00,11/8/16 07.54
07:55,07.55.0,07.55.00,25/08/2016 07:55,25/8/16 7:55,07.55,07.55.00,7.55,25/8/16 7:55:00,08/25/16 07:55,8/25/16 7:55:00,2016/08/25 07:55,16-8-25 7:55:0,25.8.16 07:55:00,25/8/16 07.55
07:55,07.55.0,07.55.00,29/08/2016 07:55,29/8/16 7:55,07.55,07.55.00,7.55,29/8/16 7:55:00,08/29/16 07:55,8/29/16 7:55:00,2016/08/29 07:55,16-8-29 7:55:0,29.8.16 07:55:00,29/8/16 07.55
07:57,07.57.0,07.57.00,19/07/2016 07:57,19/7/16 7:57,07.57,07.57.00,7.57,19/7/16 7:57:00,07/19/16 07:57,7/19/16 7:57:00,2016/07/19 07:57,16-7-19 7:57:0,19.7.16 07:57:00,19/7/16 07.57
07:58,07.58.0,07.58.00,05/09/2016 07:58,5/9/16 7:58,07.58,07.58.00,7.58,5/9/16 7:58:00,09/05/16 07:58,9/5/16 7:58:00,2016/09/05 07:58,16-9-5 7:58:0,05.9.16 07:58:00,5/9/16 07.58
07:59,07.59.0,07.59.00,15/08/2016 07:59,15/8/16 7:59,07.59,07.59.00,7.59,15/8/16 7:59:00,08/15/16 07:59,8/15/16 7:59:00,2016/08/15 07:59,16-8-15 7:59:0,15.8.16 07:59:00,15/8/16 07.59
07:59,07.59.0,07.59.00,31/08/2016 07:59,31/8/16 7:59,07.59,07.59.00,7.59,31/8/16 7:59:00,08/31/16 07:59,8/31/16 7:59:00,2016/08/31 07:59,16-8-31 7:59:0,31.8.16 07:59:00,31/8/16 07.59
08:01,08.01.0,08.01.00,15/09/2016 08:01,15/9/16 8:01,08.01,08.01.00,8.01,15/9/16 8:01:00,09/15/16 08:01,9/15/16 8:1:00,2016/09/15 08:01,16-9-15 8:1:0,15.9.16 08:1:00,15/9/16 08.1
08:01,08.01.0,08.01.00,31/08/2016 08:01,31/8/16 8:01,08.01,08.01.00,8.01,31/8/16 8:01:00,08/31/16 08:01,8/31/16 8:1:00,2016/08/31 08:01,16-8-31 8:1:0,31.8.16 08:1:00,31/8/16 08.1
08:02,08.02.0,08.02.00,24/08/2016 08:02,24/8/16 8:02,08.02,08.02.00,8.02,24/8/16 8:02:00,08/24/16 08:02,8/24/16 8:2:00,2016/08/24 08:02,16-8-24 8:2:0,24.8.16 08:2:00,24/8/16 08.2
08:05,08.05.0,08.05.00,12/08/2016 08:05,12/8/16 8:05,08.05,08.05.00,8.05,12/8/16 8:05:00,08/12/16 08:05,8/12/16 8:5:00,2016/08/12 08:05,16-8-12 8:5:0,12.8.16 08:5:00,12/8/16 08.5
08:06,08.06.0,08.06.00,12/08/2016 08:06,12/8/16 8:06,08.06,08.06.00,8.06,12/8/16 8:06:00,08/12/16 08:06,8/12/16 8:6:00,2016/08/12 08:06,16-8-12 8:6:0,12.8.16 08:6:00,12/8/16 08.6
08:07,08.07.0,08.07.00,03/09/2016 08:07,3/9/16 8:07,08.07,08.07.00,8.07,3/9/16 8:07:00,09/03/16 08:07,9/3/16 8:7:00,2016/09/03 08:07,16-9-3 8:7:0,03.9.16 08:7:00,3/9/16 08.7
08:09,08.09.0,08.09.00,21/08/2016 08:09,21/8/16 8:09,08.09,08.09.00,8.09,21/8/16 8:09:00,08/21/16 08:09,8/21/16 8:9:00,2016/08/21 08:09,16-8-21 8:9:0,21.8.16 08:9:00,21/8/16 08.9
08:09,08.09.0,08.09.00,23/07/2016 08:09,23/7/16 8:09,08.09,08.09.00,8.09,23/7/16 8:09:00,07/23/16 08:09,7/23/16 8:9:00,2016/07/23 08:09,16-7-23 8:9:0,23.7.16 08:9:00,23/7/16 08.9
08:09,08.09.0,08.09.00,19/08/2016 08:09,19/8/16 8:09,08.09,08.09.00,8.09,19/8/16 8:09:00,08/19/16 08:09,8/19/16 8:9:00,2016/08/19 08:09,16-8-19 8:9:0,19.8.16 08:9:00,19/8/16 08.9
08:10,08.10.0,08.10.00,21/09/2016 08:10,21/9/16 8:10,08.10,08.10.00,8.10,21/9/16 8:10:00,09/21/16 08:10,9/21/16 8:10:00,2016/09/21 08:10,16-9-21 8:10:0,21.9.16 08:10:00,21/9/16 08.10
08:10,08.10.0,08.10.00,10/09/2016 08:10,10/9/16 8:10,08.10,08.10.00,8.10,10/9/16 8:10:00,09/10/16 08:10,9/10/16 8:10:00,2016/09/10 08:10,16-9-10 8:10:0,10.9.16 08:10:00,10/9/16 08.10
08:11,08.11.0,08.11.00,23/08/2016 08:11,23/8/16 8:11,08.11,08.11.00,8.11,23/8/16 8:11:00,08/23/16 08:11,8/23/16 8:11:00,2016/08/23 08:11,16-8-23 8:11:0,23.8.16 08:11:00,23/8/16 08.11
08:13,08.13.0,08.13.00,13/09/2016 08:13,13/9/16 8:13,08.13,08.13.00,8.13,13/9/16 8:13:00,09/13/16 08:13,9/13/16 8:13:00,2016/09/13 08:13,16-9-13 8:13:0,13.9.16 08:13:00,13/9/16 08.13
08:13,08.13.0,08.13.00,22/08/2016 08:13,22/8/16 8:13,08.13,08.13.00,8.13,22/8/16 8:13:00,08/22/16 08:13,8/22/16 8:13:00,2016/08/22 08:13,16-8-22 8:13:0,22.8.16 08:13:00,22/8/16 08.13
08:14,08.14.0,08.14.00,11/09/2016 08:14,11/9/16 8:14,08.14,08.14.00,8.14,11/9/16 8:14:00,09/11/16 08:14,9/11/16 8:14:00,2016/09/11 08:14,16-9-11 8:14:0,11.9.16 08:14:00,11/9/16 08.14
08:14,08.14.0,08.14.00,21/09/2016 08:14,21/9/16 8:14,08.14,08.14.00,8.14,21/9/16 8:14:00,09/21/16 08:14,9/21/16 8:14:00,2016/09/21 08:14,16-9-21 8:14:0,21.9.16 08:14:00,21/9/16 08.14
08:15,08.15.0,08.15.00,20/09/2016 08:15,20/9/16 8:15,08.15,08.15.00,8.15,20/9/16 8:15:00,09/20/16 08:15,9/20/16 8:15:00,2016/09/20 08:15,16-9-20 8:15:0,20.9.16 08:15:00,20/9/16 08.15
08:16,08.16.0,08.16.00,13/09/2016 08:16,13/9/16 8:16,08.16,08.16.00,8.16,13/9/16 8:16:00,09/13/16 08:16,9/13/16 8:16:00,2016/09/13 08:16,16-9-13 8:16:0,13.9.16 08:16:00,13/9/16 08.16
08:16,08.16.0,08.16.00,16/08/2016 08:16,16/8/16 8:16,08.16,08.16.00,8.16,16/8/16 8:16:00,08/16/16 08:16,8/16/16 8:16:00,2016/08/16 08:16,16-8-16 8:16:0,16.8.16 08:16:00,16/8/16 08.16
08:16,08.16.0,08.16.00,28/08/2016 08:16,28/8/16 8:16,08.16,08.16.00,8.16,28/8/16 8:16:00,08/28/16 08:16,8/28/16 8:16:00,2016/08/28 08:16,16-8-28 8:16:0,28.8.16 08:16:00,28/8/16 08.16
08:17,08.17.0,08.17.00,19/08/2016 08:17,19/8/16 8:17,08.17,08.17.00,8.17,19/8/16 8:17:00,08/19/16 08:17,8/19/16 8:17:00,2016/08/19 08:17,16-8-19 8:17:0,19.8.16 08:17:00,19/8/16 08.17
08:17,08.17.0,08.17.00,13/08/2016 08:17,13/8/16 8:17,08.17,08.17.00,8.17,13/8/16 8:17:00,08/13/16 08:17,8/13/16 8:17:00,2016/08/13 08:17,16-8-13 8:17:0,13.8.16 08:17:00,13/8/16 08.17
08:18,08.18.0,08.18.00,11/09/2016 08:18,11/9/16 8:18,08.18,08.18.00,8.18,11/9/16 8:18:00,09/11/16 08:18,9/11/16 8:18:00,2016/09/11 08:18,16-9-11 8:18:0,11.9.16 08:18:00,11/9/16 08.18
08:19,08.19.0,08.19.00,21/09/2016 08:19,21/9/16 8:19,08.19,08.19.00,8.19,21/9/16 8:19:00,09/21/16 08:19,9/21/16 8:19:00,2016/09/21 08:19,16-9-21 8:19:0,21.9.16 08:19:00,21/9/16 08.19
08:19,08.19.0,08.19.00,18/08/2016 08:19,18/8/16 8:19,08.19,08.19.00,8.19,18/8/16 8:19:00,08/18/16 08:19,8/18/16 8:19:00,2016/08/18 08:19,16-8-18 8:19:0,18.8.16 08:19:00,18/8/16 08.19
08:20,08.20.0,08.20.00,01/09/2016 08:20,1/9/16 8:20,08.20,08.20.00,8.20,1/9/16 8:20:00,09/01/16 08:20,9/1/16 8:20:00,2016/09/01 08:20,16-9-1 8:20:0,01.9.16 08:20:00,1/9/16 08.20
08:20,08.20.0,08.20.00,06/08/2016 08:20,6/8/16 8:20,08.20,08.20.00,8.20,6/8/16 8:20:00,08/06/16 08:20,8/6/16 8:20:00,2016/08/06 08:20,16-8-6 8:20:0,06.8.16 08:20:00,6/8/16 08.20
08:20,08.20.0,08.20.00,16/08/2016 08:20,16/8/16 8:20,08.20,08.20.00,8.20,16/8/16 8:20:00,08/16/16 08:20,8/16/16 8:20:00,2016/08/16 08:20,16-8-16 8:20:0,16.8.16 08:20:00,16/8/16 08.20
08:22,08.22.0,08.22.00,12/08/2016 08:22,12/8/16 8:22,08.22,08.22.00,8.22,12/8/16 8:22:00,08/12/16 08:22,8/12/16 8:22:00,2016/08/12 08:22,16-8-12 8:22:0,12.8.16 08:22:00,12/8/16 08.22
08:25,08.25.0,08.25.00,11/09/2016 08:25,11/9/16 8:25,08.25,08.25.00,8.25,11/9/16 8:25:00,09/11/16 08:25,9/11/16 8:25:00,2016/09/11 08:25,16-9-11 8:25:0,11.9.16 08:25:00,11/9/16 08.25
08:25,08.25.0,08.25.00,02/07/2016 08:25,2/7/16 8:25,08.25,08.25.00,8.25,2/7/16 8:25:00,07/02/16 08:25,7/2/16 8:25:00,2016/07/02 08:25,16-7-2 8:25:0,02.7.16 08:25:00,2/7/16 08.25
08:25,08.25.0,08.25.00,10/07/2016 08:25,10/7/16 8:25,08.25,08.25.00,8.25,10/7/16 8:25:00,07/10/16 08:25,7/10/16 8:25:00,2016/07/10 08:25,16-7-10 8:25:0,10.7.16 08:25:00,10/7/16 08.25
08:26,08.26.0,08.26.00,16/09/2016 08:26,16/9/16 8:26,08.26,08.26.00,8.26,16/9/16 8:26:00,09/16/16 08:26,9/16/16 8:26:00,2016/09/16 08:26,16-9-16 8:26:0,16.9.16 08:26:00,16/9/16 08.26
08:27,08.27.0,08.27.00,28/07/2016 08:27,28/7/16 8:27,08.27,08.27.00,8.27,28/7/16 8:27:00,07/28/16 08:27,7/28/16 8:27:00,2016/07/28 08:27,16-7-28 8:27:0,28.7.16 08:27:00,28/7/16 08.27
08:27,08.27.0,08.27.00,08/07/2016 08:27,8/7/16 8:27,08.27,08.27.00,8.27,8/7/16 8:27:00,07/08/16 08:27,7/8/16 8:27:00,2016/07/08 08:27,16-7-8 8:27:0,08.7.16 08:27:00,8/7/16 08.27
08:31,08.31.0,08.31.00,31/08/2016 08:31,31/8/16 8:31,08.31,08.31.00,8.31,31/8/16 8:31:00,08/31/16 08:31,8/31/16 8:31:00,2016/08/31 08:31,16-8-31 8:31:0,31.8.16 08:31:00,31/8/16 08.31
08:33,08.33.0,08.33.00,13/08/2016 08:33,13/8/16 8:33,08.33,08.33.00,8.33,13/8/16 8:33:00,08/13/16 08:33,8/13/16 8:33:00,2016/08/13 08:33,16-8-13 8:33:0,13.8.16 08:33:00,13/8/16 08.33
08:33,08.33.0,08.33.00,16/09/2016 08:33,16/9/16 8:33,08.33,08.33.00,8.33,16/9/16 8:33:00,09/16/16 08:33,9/16/16 8:33:00,2016/09/16 08:33,16-9-16 8:33:0,16.9.16 08:33:00,16/9/16 08.33
08:34,08.34.0,08.34.00,11/08/2016 08:34,11/8/16 8:34,08.34,08.34.00,8.34,11/8/16 8:34:00,08/11/16 08:34,8/11/16 8:34:00,2016/08/11 08:34,16-8-11 8:34:0,11.8.16 08:34:00,11/8/16 08.34
08:34,08.34.0,08.34.00,28/07/2016 08:34,28/7/16 8:34,08.34,08.34.00,8.34,28/7/16 8:34:00,07/28/16 08:34,7/28/16 8:34:00,2016/07/28 08:34,16-7-28 8:34:0,28.7.16 08:34:00,28/7/16 08.34
08:34,08.34.0,08.34.00,16/09/2016 08:34,16/9/16 8:34,08.34,08.34.00,8.34,16/9/16 8:34:00,09/16/16 08:34,9/16/16 8:34:00,2016/09/16 08:34,16-9-16 8:34:0,16.9.16 08:34:00,16/9/16 08.34
08:35,08.35.0,08.35.00,21/07/2016 08:35,21/7/16 8:35,08.35,08.35.00,8.35,21/7/16 8:35:00,07/21/16 08:35,7/21/16 8:35:00,2016/07/21 08:35,16-7-21 8:35:0,21.7.16 08:35:00,21/7/16 08.35
08:39,08.39.0,08.39.00,14/08/2016 08:39,14/8/16 8:39,08.39,08.39.00,8.39,14/8/16 8:39:00,08/14/16 08:39,8/14/16 8:39:00,2016/08/14 08:39,16-8-14 8:39:0,14.8.16 08:39:00,14/8/16 08.39
08:42,08.42.0,08.42.00,08/09/2016 08:42,8/9/16 8:42,08.42,08.42.00,8.42,8/9/16 8:42:00,09/08/16 08:42,9/8/16 8:42:00,2016/09/08 08:42,16-9-8 8:42:0,08.9.16 08:42:00,8/9/16 08.42
08:43,08.43.0,08.43.00,06/08/2016 08:43,6/8/16 8:43,08.43,08.43.00,8.43,6/8/16 8:43:00,08/06/16 08:43,8/6/16 8:43:00,2016/08/06 08:43,16-8-6 8:43:0,06.8.16 08:43:00,6/8/16 08.43
08:43,08.43.0,08.43.00,27/08/2016 08:43,27/8/16 8:43,08.43,08.43.00,8.43,27/8/16 8:43:00,08/27/16 08:43,8/27/16 8:43:00,2016/08/27 08:43,16-8-27 8:43:0,27.8.16 08:43:00,27/8/16 08.43
08:44,08.44.0,08.44.00,22/08/2016 08:44,22/8/16 8:44,08.44,08.44.00,8.44,22/8/16 8:44:00,08/22/16 08:44,8/22/16 8:44:00,2016/08/22 08:44,16-8-22 8:44:0,22.8.16 08:44:00,22/8/16 08.44
08:44,08.44.0,08.44.00,30/07/2016 08:44,30/7/16 8:44,08.44,08.44.00,8.44,30/7/16 8:44:00,07/30/16 08:44,7/30/16 8:44:00,2016/07/30 08:44,16-7-30 8:44:0,30.7.16 08:44:00,30/7/16 08.44
08:45,08.45.0,08.45.00,23/08/2016 08:45,23/8/16 8:45,08.45,08.45.00,8.45,23/8/16 8:45:00,08/23/16 08:45,8/23/16 8:45:00,2016/08/23 08:45,16-8-23 8:45:0,23.8.16 08:45:00,23/8/16 08.45
08:45,08.45.0,08.45.00,07/09/2016 08:45,7/9/16 8:45,08.45,08.45.00,8.45,7/9/16 8:45:00,09/07/16 08:45,9/7/16 8:45:00,2016/09/07 08:45,16-9-7 8:45:0,07.9.16 08:45:00,7/9/16 08.45
08:45,08.45.0,08.45.00,20/09/2016 08:45,20/9/16 8:45,08.45,08.45.00,8.45,20/9/16 8:45:00,09/20/16 08:45,9/20/16 8:45:00,2016/09/20 08:45,16-9-20 8:45:0,20.9.16 08:45:00,20/9/16 08.45
08:47,08.47.0,08.47.00,08/09/2016 08:47,8/9/16 8:47,08.47,08.47.00,8.47,8/9/16 8:47:00,09/08/16 08:47,9/8/16 8:47:00,2016/09/08 08:47,16-9-8 8:47:0,08.9.16 08:47:00,8/9/16 08.47
08:47,08.47.0,08.47.00,24/08/2016 08:47,24/8/16 8:47,08.47,08.47.00,8.47,24/8/16 8:47:00,08/24/16 08:47,8/24/16 8:47:00,2016/08/24 08:47,16-8-24 8:47:0,24.8.16 08:47:00,24/8/16 08.47
